particle_id,time_s,x_m,y_m,path_m,solver,abstol,reltol,gating
1002,4.77000000000000000e+04,2.07783985515839129e+05,1.49054504942253610e+05,7.84123260042934908e+03,Tsit5,9.99999999999999980e-13,9.99999999999999980e-13,false
1002,4.86000000000000000e+04,2.07936484090811166e+05,1.49035208769532706e+05,7.99494713341233273e+03,Tsit5,9.99999999999999980e-13,9.99999999999999980e-13,false
1002,4.95000000000000000e+04,2.08089191529810225e+05,1.49015858944667969e+05,8.14887561566284876e+03,Tsit5,9.99999999999999980e-13,9.99999999999999980e-13,false
1002,5.04000000000000000e+04,2.08242107849823748e+05,1.48996455483922997e+05,8.30301806671174018e+03,Tsit5,9.99999999999999980e-13,9.99999999999999980e-13,false
1002,5.13000000000000000e+04,2.08395233067839785e+05,1.48976998403563543e+05,8.45737450606097264e+03,Tsit5,9.99999999999999980e-13,9.99999999999999980e-13,false
1002,5.22000000000000000e+04,2.08548567200846912e+05,1.48957487719857570e+05,8.61194495318370718e+03,Tsit5,9.99999999999999980e-13,9.99999999999999980e-13,false
1002,5.31000000000000000e+04,2.08702110265834257e+05,1.48937923449075141e+05,8.76672942752450217e+03,Tsit5,9.99999999999999980e-13,9.99999999999999980e-13,false
1002,5.40000000000000000e+04,2.08855862279791443e+05,1.48918305607488612e+05,8.92172794849939783e+03,Tsit5,9.99999999999999980e-13,9.99999999999999980e-13,false
1002,5.49000000000000000e+04,2.09009823259708704e+05,1.48898634211372409e+05,9.07694053549621276e+03,Tsit5,9.99999999999999980e-13,9.99999999999999980e-13,false
1002,5.58000000000000000e+04,2.09163993222576799e+05,1.48878909277003142e+05,9.23236720787460945e+03,Tsit5,9.99999999999999980e-13,9.99999999999999980e-13,false
1002,5.67000000000000000e+04,2.09318372185387008e+05,1.48859130820659659e+05,9.38800798496624157e+03,Tsit5,9.99999999999999980e-13,9.99999999999999980e-13,false
1002,5.76000000000000000e+04,2.09472960165131226e+05,1.48839298858622904e+05,9.54386288607501592e+03,Tsit5,9.99999999999999980e-13,9.99999999999999980e-13,false
1002,5.85000000000000000e+04,2.09627757178801839e+05,1.48819413407176093e+05,9.69993193047711247e+03,Tsit5,9.99999999999999980e-13,9.99999999999999980e-13,false
1002,5.94000000000000000e+04,2.09782763243391761e+05,1.48799474482604477e+05,9.85621513742119714e+03,Tsit5,9.99999999999999980e-13,9.99999999999999980e-13,false
1002,6.03000000000000000e+04,2.09937978375894541e+05,1.48779482101195608e+05,1.00127125261286565e+04,Tsit5,9.99999999999999980e-13,9.99999999999999980e-13,false
1002,6.12000000000000000e+04,2.10093402593304141e+05,1.48759436279239133e+05,1.01694241157935485e+04,Tsit5,9.99999999999999980e-13,9.99999999999999980e-13,false
