particle_id,time_s,x_m,y_m,path_m
1001,8.19000000000000000e+04,9.32832757015743555e+04,5.69767173793822949e+04,1.36229930114793988e+04
1002,8.19000000000000000e+04,2.13725906122486835e+05,1.48283670281849889e+05,1.38329538941761730e+04
1003,8.19000000000000000e+04,3.34168536543398746e+05,2.39590623184317315e+05,1.41748905922120084e+04
1001,8.28000000000000000e+04,9.34388698639500071e+04,5.69409847675769852e+04,1.37826375006163853e+04
1002,8.28000000000000000e+04,2.13886353477294790e+05,1.48262346779305284e+05,1.39948119969255858e+04
1003,8.28000000000000000e+04,3.34333837090638990e+05,2.39583708791033423e+05,1.43403356880970441e+04
1001,8.37000000000000000e+04,9.35946737745438440e+04,5.69051981010088712e+04,1.39424985154398546e+04
1002,8.37000000000000000e+04,2.14047010342038266e+05,1.48240970244161552e+05,1.41568847720729082e+04
1003,8.37000000000000000e+04,3.34499346909532091e+05,2.39576742387314094e+05,1.45059920520883134e+04
1001,8.46000000000000000e+04,9.37506874504223524e+04,5.68693573960031790e+04,1.41025760691331488e+04
1002,8.46000000000000000e+04,2.14207876733725512e+05,1.48219540692764916e+05,1.43191722381555846e+04
1003,8.46000000000000000e+04,3.34665066017028061e+05,2.39569723989526508e+05,1.46718597116750025e+04
1001,8.55000000000000000e+04,9.39069109086525568e+04,5.68334626688873250e+04,1.42628701748767035e+04
1002,8.55000000000000000e+04,2.14368952669365332e+05,1.48198058141463756e+05,1.44816744136876368e+04
1003,8.55000000000000000e+04,3.34830994430077495e+05,2.39562653614040057e+05,1.48379386942905730e+04
1001,8.64000000000000000e+04,9.40633441663020494e+04,5.67975139359908935e+04,1.44233808458481108e+04
1002,8.64000000000000000e+04,2.14530238165967050e+05,1.48176522606608662e+05,1.46443913171597651e+04
1003,8.64000000000000000e+04,3.34997132165631454e+05,2.39555531277226313e+05,1.50042290273129274e+04
